16956,2,7,,,3992,"BB",,,"LOKAL - DO ULICE",704091,45563,"49",,
16958,1,7,,"PR",3992,"BB",,,,704091,45563,"1","A",
16959,2,7,"0.2","PR",3992,"BB",,,"SA PODRUMOM ",704091,45563,"1","A",
16961,1,2,"2.0","PR",3001,"1",,45.00,"PRVI ULAZ DESNO",704091,45296,"32",,
16962,1,2,,"PR",3992,"BB",,10.00,,704091,45563,"6","A",
16963,2,2,,"PR",3001,"BB",,13.60,,704091,45563,"6","A",
16964,3,2,,"PK",3001,"BB",,22.90,,704091,45563,"6","A",
16965,2,2,"0.9","PR",3001,"2",,21.50,"PRVI ULAZ DESNO,NI@I DEO",704091,45296,"32",,
16966,3,2,"1.0","PR",3001,"3",,35.66,"PRVI ULAZ DESNO, NI@I DEO",704091,45296,"32",,
16967,4,7,"2.0","PR",3001,"4",,,"PRVI ULAZ DESNO, VI[I DEO",704091,45296,"32",,
16968,5,2,"2.0","01",3001,"5",,45.62,"PRVI ULAZ DESNO",704091,45296,"32",,
